replicate,model,model_label,n_train,n_test,roc_auc,f1,accuracy,precision,recall,brier,ece
82,orig_sleep_hr,Original: Sleep + HR,388,134,0.9458757062146892,0.8813559322033898,0.8955223880597015,0.8813559322033898,0.8813559322033898,0.08557226430260129,0.04700801622664187
82,orig_quality_pa,Original: Quality + PA,388,134,0.943954802259887,0.9,0.9104477611940298,0.8852459016393442,0.9152542372881356,0.08014362206024454,0.04477215511708273
82,compressed,Compressed Derived,388,134,0.9438418079096045,0.8813559322033898,0.8955223880597015,0.8813559322033898,0.8813559322033898,0.08398736555484436,0.03213393424611086
82,enhanced,Compressed + Interaction,388,134,0.9431638418079097,0.8739495798319328,0.8880597014925373,0.8666666666666667,0.8813559322033898,0.08989494933374896,0.028593588457827498
83,orig_quality_hr,Original: Quality + HR,379,139,0.9262658227848101,0.9,0.9136690647482014,0.9,0.9,0.08283226233095822,0.05551716134082234
83,orig_sleep_pa,Original: Sleep + PA,379,139,0.9075949367088607,0.9,0.9136690647482014,0.9,0.9,0.08723973683609143,0.061412276712527386
83,orig_sleep_hr,Original: Sleep + HR,379,139,0.9236286919831225,0.9,0.9136690647482014,0.9,0.9,0.08451549417822846,0.05954157815172132
83,orig_quality_pa,Original: Quality + PA,379,139,0.9117088607594938,0.9,0.9136690647482014,0.9,0.9,0.08421801747868261,0.028656474049132134
83,compressed,Compressed Derived,379,139,0.9149789029535865,0.9,0.9136690647482014,0.9,0.9,0.08381274086844318,0.042580390965289254
83,enhanced,Compressed + Interaction,379,139,0.9147679324894514,0.9,0.9136690647482014,0.9,0.9,0.08279829376753772,0.038124094446352674
84,orig_quality_hr,Original: Quality + HR,387,123,0.9541122004357299,0.94,0.9512195121951219,0.9591836734693877,0.9215686274509803,0.05160111817011122,0.04516606978459761
84,orig_sleep_pa,Original: Sleep + PA,387,123,0.9561546840958606,0.94,0.9512195121951219,0.9591836734693877,0.9215686274509803,0.05513638783580935,0.054659427794208654
84,orig_sleep_hr,Original: Sleep + HR,387,123,0.9588779956427015,0.94,0.9512195121951219,0.9591836734693877,0.9215686274509803,0.05239430873119026,0.050645066884235604
84,orig_quality_pa,Original: Quality + PA,387,123,0.9473039215686275,0.94,0.9512195121951219,0.9591836734693877,0.9215686274509803,0.05360045913085083,0.03893358780049979
84,compressed,Compressed Derived,387,123,0.9571078431372549,0.94,0.9512195121951219,0.9591836734693877,0.9215686274509803,0.05130649410780736,0.05084806189023969
84,enhanced,Compressed + Interaction,387,123,0.9568355119825709,0.94,0.9512195121951219,0.9591836734693877,0.9215686274509803,0.04995432650654371,0.04196263799396935
