repeat,fold,scoring,model,model_label,best_c,best_weight,roc_auc,f1,accuracy,precision,recall,brier,ece
1,2,roc_auc,enhanced,Compressed + Interaction,0.01,balanced,0.9292521994134897,0.9206349206349206,0.9333333333333333,0.90625,0.9354838709677419,0.09066837381494779,0.15115188687569048
1,3,roc_auc,orig_quality_hr,Original: Quality + HR,0.001,None,0.9103942652329748,0.2777777777777778,0.6578947368421053,1.0,0.16129032258064516,0.2050129710087897,0.31855756531253454
1,3,roc_auc,orig_sleep_pa,Original: Sleep + PA,0.01,None,0.9161290322580645,0.8214285714285714,0.868421052631579,0.92,0.7419354838709677,0.13543234862968334,0.16372660085807092
1,3,roc_auc,orig_sleep_hr,Original: Sleep + HR,1.0,balanced,0.9175627240143369,0.8620689655172413,0.8947368421052632,0.9259259259259259,0.8064516129032258,0.08929268486835887,0.06807625436378231
1,3,roc_auc,orig_quality_pa,Original: Quality + PA,0.1,None,0.9111111111111111,0.8620689655172413,0.8947368421052632,0.9259259259259259,0.8064516129032258,0.09403421081688003,0.09275439480995802
1,3,roc_auc,compressed,Compressed Derived,100.0,None,0.8806451612903224,0.8620689655172413,0.8947368421052632,0.9259259259259259,0.8064516129032258,0.10576510774788062,0.1141203359387329
1,3,roc_auc,enhanced,Compressed + Interaction,100.0,balanced,0.8806451612903226,0.9,0.9210526315789473,0.9310344827586207,0.8709677419354839,0.10028195239653982,0.10060371962337558
1,4,roc_auc,orig_quality_hr,Original: Quality + HR,0.1,None,0.9388597149287322,0.9,0.918918918918919,0.9310344827586207,0.8709677419354839,0.07518947561392006,0.08342427724286924
1,4,roc_auc,orig_sleep_pa,Original: Sleep + PA,0.01,None,0.904351087771943,0.9,0.918918918918919,0.9310344827586207,0.8709677419354839,0.10187310379062534,0.15589917830036862
1,4,roc_auc,orig_sleep_hr,Original: Sleep + HR,0.1,None,0.9238559639909977,0.9,0.918918918918919,0.9310344827586207,0.8709677419354839,0.07765302158173779,0.07573211612747457
1,4,roc_auc,orig_quality_pa,Original: Quality + PA,10.0,balanced,0.9036009002250563,0.9,0.918918918918919,0.9310344827586207,0.8709677419354839,0.07225028278380606,0.08443216992557934
1,4,roc_auc,compressed,Compressed Derived,0.1,None,0.9223555888972242,0.9,0.918918918918919,0.9310344827586207,0.8709677419354839,0.07699788790032182,0.07711903880490567
1,4,roc_auc,enhanced,Compressed + Interaction,0.1,balanced,0.9216054013503376,0.9,0.918918918918919,0.9310344827586207,0.8709677419354839,0.07788292554592238,0.07716335907458535
1,5,roc_auc,orig_quality_hr,Original: Quality + HR,10.0,None,0.9339834958739685,0.8923076923076924,0.9054054054054054,0.8529411764705882,0.9354838709677419,0.07177489177740873,0.04499443030452483
1,5,roc_auc,orig_sleep_pa,Original: Sleep + PA,0.01,None,0.9583645911477869,0.9206349206349206,0.9324324324324325,0.90625,0.9354838709677419,0.10842429150680914,0.18464738200755354
1,5,roc_auc,orig_sleep_hr,Original: Sleep + HR,0.1,balanced,0.9628657164291072,0.8923076923076924,0.9054054054054054,0.8529411764705882,0.9354838709677419,0.07854034697586937,0.11726993507575927
1,5,roc_auc,orig_quality_pa,Original: Quality + PA,0.001,None,0.9392348087021756,0.0625,0.5945945945945946,1.0,0.03225806451612903,0.20458674652439565,0.32745591819784614
1,5,roc_auc,compressed,Compressed Derived,0.01,None,0.9429857464366092,0.9206349206349206,0.9324324324324325,0.90625,0.9354838709677419,0.11241153837366455,0.15177876701416368
1,5,roc_auc,enhanced,Compressed + Interaction,0.001,None,0.9354838709677419,0.5238095238095238,0.7297297297297297,1.0,0.3548387096774194,0.18492546069669777,0.26545848961043883
2,1,roc_auc,orig_quality_hr,Original: Quality + HR,0.01,None,0.969208211143695,0.9180327868852459,0.9333333333333333,0.9333333333333333,0.9032258064516129,0.08904058295040189,0.17399884851435635
2,1,roc_auc,orig_sleep_pa,Original: Sleep + PA,0.01,None,0.970674486803519,0.9333333333333333,0.9466666666666667,0.9655172413793104,0.9032258064516129,0.09015082335975794,0.15204009730132062
2,1,roc_auc,orig_sleep_hr,Original: Sleep + HR,0.001,None,0.968475073313783,0.4878048780487805,0.72,1.0,0.3225806451612903,0.19212662412522422,0.32281149869162284
2,1,roc_auc,orig_quality_pa,Original: Quality + PA,0.001,balanced,0.968475073313783,0.9333333333333333,0.9466666666666667,0.9655172413793104,0.9032258064516129,0.1981426415565293,0.34772579675919596
2,1,roc_auc,compressed,Compressed Derived,0.001,None,0.969941348973607,0.4878048780487805,0.72,1.0,0.3225806451612903,0.18371073059612517,0.3117450681905841
2,1,roc_auc,enhanced,Compressed + Interaction,0.01,balanced,0.967741935483871,0.9180327868852459,0.9333333333333333,0.9333333333333333,0.9032258064516129,0.07134087938210569,0.11376420696712046
2,2,roc_auc,orig_quality_hr,Original: Quality + HR,0.01,None,0.9259530791788856,0.896551724137931,0.92,0.9629629629629629,0.8387096774193549,0.10844318892273518,0.1840331653400628
2,2,roc_auc,orig_sleep_pa,Original: Sleep + PA,0.001,None,0.9288856304985337,0.45,0.7066666666666667,1.0,0.2903225806451613,0.2055865255014239,0.31907809766348694
2,2,roc_auc,orig_sleep_hr,Original: Sleep + HR,0.01,None,0.9332844574780058,0.896551724137931,0.92,0.9629629629629629,0.8387096774193549,0.10887456054027128,0.18189701290948432
2,2,roc_auc,orig_quality_pa,Original: Quality + PA,0.001,balanced,0.9288856304985337,0.896551724137931,0.92,0.9629629629629629,0.8387096774193549,0.2094734682625984,0.3564213152955137
2,2,roc_auc,compressed,Compressed Derived,0.001,None,0.937683284457478,0.5238095238095238,0.7333333333333333,1.0,0.3548387096774194,0.19647675795662528,0.3377711884607387
2,2,roc_auc,enhanced,Compressed + Interaction,0.001,balanced,0.9362170087976539,0.896551724137931,0.92,0.9629629629629629,0.8387096774193549,0.18422657508459275,0.33676905788416917
2,3,roc_auc,orig_quality_hr,Original: Quality + HR,100.0,None,0.9339834958739685,0.8888888888888888,0.9054054054054054,0.875,0.9032258064516129,0.08383812108516439,0.1100162849271897
2,3,roc_auc,orig_sleep_pa,Original: Sleep + PA,1.0,None,0.9279819954988747,0.9032258064516129,0.918918918918919,0.9032258064516129,0.9032258064516129,0.08942404446037909,0.13047477672844915
2,3,roc_auc,orig_sleep_hr,Original: Sleep + HR,1.0,balanced,0.9324831207801951,0.9032258064516129,0.918918918918919,0.9032258064516129,0.9032258064516129,0.08441187392513516,0.12109467940132472
2,3,roc_auc,orig_quality_pa,Original: Quality + PA,10.0,None,0.9339834958739685,0.9032258064516129,0.918918918918919,0.9032258064516129,0.9032258064516129,0.08408468002802585,0.11515826453457995
2,3,roc_auc,compressed,Compressed Derived,0.001,None,0.9204801200300076,0.2702702702702703,0.6351351351351351,0.8333333333333334,0.16129032258064516,0.19680299364258402,0.342991953943347
2,3,roc_auc,enhanced,Compressed + Interaction,0.01,None,0.9204801200300076,0.9032258064516129,0.918918918918919,0.9032258064516129,0.9032258064516129,0.10131179803696355,0.1571827314183594
2,4,roc_auc,orig_quality_hr,Original: Quality + HR,10.0,None,0.9557389347336834,0.9253731343283582,0.9324324324324325,0.8611111111111112,1.0,0.0625379802330021,0.07179601957048871
2,4,roc_auc,orig_sleep_pa,Original: Sleep + PA,0.001,None,0.9587396849212303,0.47619047619047616,0.7027027027027027,0.9090909090909091,0.3225806451612903,0.19747401338480822,0.30431709986767175
2,4,roc_auc,orig_sleep_hr,Original: Sleep + HR,0.001,None,0.9512378094523631,0.47619047619047616,0.7027027027027027,0.9090909090909091,0.3225806451612903,0.1952066233645407,0.29904179703331973
2,4,roc_auc,orig_quality_pa,Original: Quality + PA,0.1,None,0.9617404351087773,0.8923076923076924,0.9054054054054054,0.8529411764705882,0.9354838709677419,0.06904993474987298,0.07746683016246451
2,4,roc_auc,compressed,Compressed Derived,0.001,None,0.9519879969992499,0.5777777777777777,0.7432432432432432,0.9285714285714286,0.41935483870967744,0.19305634746913272,0.29082026856790294
2,4,roc_auc,enhanced,Compressed + Interaction,0.1,None,0.9609902475618904,0.8923076923076924,0.9054054054054054,0.8529411764705882,0.9354838709677419,0.0769840516269016,0.0846468465956382
2,5,roc_auc,orig_quality_hr,Original: Quality + HR,1.0,None,0.9125448028673836,0.8484848484848485,0.868421052631579,0.8,0.9032258064516129,0.08845746933007065,0.07620980557473805
2,5,roc_auc,orig_sleep_pa,Original: Sleep + PA,0.1,balanced,0.9010752688172045,0.8484848484848485,0.868421052631579,0.8,0.9032258064516129,0.10697560684643952,0.13193437273129524
2,5,roc_auc,orig_sleep_hr,Original: Sleep + HR,0.01,balanced,0.9096774193548387,0.8484848484848485,0.868421052631579,0.8,0.9032258064516129,0.12295545685586454,0.2013603167833399
2,5,roc_auc,orig_quality_pa,Original: Quality + PA,100.0,balanced,0.9111111111111111,0.8484848484848485,0.868421052631579,0.8,0.9032258064516129,0.09372803694823127,0.09634264345946134
2,5,roc_auc,compressed,Compressed Derived,0.001,None,0.9046594982078853,0.32432432432432434,0.6710526315789473,1.0,0.1935483870967742,0.19996985746784188,0.3488088902729783
2,5,roc_auc,enhanced,Compressed + Interaction,0.01,None,0.903225806451613,0.8484848484848485,0.868421052631579,0.8,0.9032258064516129,0.10970220415978969,0.1768853316829496
3,1,roc_auc,orig_quality_hr,Original: Quality + HR,0.1,None,0.9794721407624634,0.9117647058823529,0.92,0.8378378378378378,1.0,0.058564150320627256,0.08304404738445799
3,1,roc_auc,orig_sleep_pa,Original: Sleep + PA,0.001,None,0.9802052785923754,0.6666666666666666,0.7866666666666666,0.9411764705882353,0.5161290322580645,0.19121077912885642,0.3484976418660077
3,1,roc_auc,orig_sleep_hr,Original: Sleep + HR,0.01,None,0.9809384164222874,0.9393939393939394,0.9466666666666667,0.8857142857142857,1.0,0.08045991126957674,0.16927734770164643
3,1,roc_auc,orig_quality_pa,Original: Quality + PA,0.001,None,0.9846041055718475,0.6666666666666666,0.7866666666666666,0.9411764705882353,0.5161290322580645,0.1907993511936814,0.34784008764928204
3,1,roc_auc,compressed,Compressed Derived,0.1,None,0.9824046920821113,0.9117647058823529,0.92,0.8378378378378378,1.0,0.05737816580076976,0.07821213615300888
3,1,roc_auc,enhanced,Compressed + Interaction,0.1,None,0.9802052785923755,0.9117647058823529,0.92,0.8378378378378378,1.0,0.05891824163970762,0.07997229666020919
3,2,roc_auc,orig_quality_hr,Original: Quality + HR,0.001,None,0.9534883720930233,0.0,0.581081081081081,0.0,0.0,0.2050766995396325,0.3455197800214418
3,2,roc_auc,orig_sleep_pa,Original: Sleep + PA,1000.0,None,0.9519879969992499,0.9206349206349206,0.9324324324324325,0.90625,0.9354838709677419,0.06437219353565601,0.0734057453109837
3,2,roc_auc,orig_sleep_hr,Original: Sleep + HR,0.1,None,0.9534883720930233,0.9206349206349206,0.9324324324324325,0.90625,0.9354838709677419,0.07086878413726203,0.09807895713572816
3,2,roc_auc,orig_quality_pa,Original: Quality + PA,10.0,None,0.9519879969992497,0.9206349206349206,0.9324324324324325,0.90625,0.9354838709677419,0.05194311350736145,0.0721202678226588
3,2,roc_auc,compressed,Compressed Derived,0.1,None,0.9546136534133534,0.9206349206349206,0.9324324324324325,0.90625,0.9354838709677419,0.06965798236125344,0.09027306185027556
3,2,roc_auc,enhanced,Compressed + Interaction,0.001,None,0.9531132783195798,0.47619047619047616,0.7027027027027027,0.9090909090909091,0.3225806451612903,0.1854864157097039,0.31758156046235325
3,3,roc_auc,orig_quality_hr,Original: Quality + HR,0.01,balanced,0.9621155288822206,0.9310344827586207,0.9459459459459459,1.0,0.8709677419354839,0.08811438908402994,0.19623844850483085
3,3,roc_auc,orig_sleep_pa,Original: Sleep + PA,0.001,None,0.9651162790697675,0.32432432432432434,0.6621621621621622,1.0,0.1935483870967742,0.2020932195787942,0.35545557968135283
3,3,roc_auc,orig_sleep_hr,Original: Sleep + HR,0.01,None,0.9703675918979745,0.9310344827586207,0.9459459459459459,1.0,0.8709677419354839,0.09657091340646243,0.18684010800974513
3,3,roc_auc,orig_quality_pa,Original: Quality + PA,0.001,None,0.9711177794448612,0.32432432432432434,0.6621621621621622,1.0,0.1935483870967742,0.2021634881460024,0.3408883787509583
3,3,roc_auc,compressed,Compressed Derived,1.0,None,0.9636159039759941,0.9310344827586207,0.9459459459459459,1.0,0.8709677419354839,0.04912788282566206,0.09075622460066803
3,3,roc_auc,enhanced,Compressed + Interaction,0.01,None,0.9666166541635409,0.9310344827586207,0.9459459459459459,1.0,0.8709677419354839,0.07885038137144539,0.1381957485362078
3,4,roc_auc,orig_quality_hr,Original: Quality + HR,10.0,balanced,0.9197214076246334,0.9,0.92,0.9310344827586207,0.8709677419354839,0.07534983009132422,0.07069701589375815
3,4,roc_auc,orig_sleep_pa,Original: Sleep + PA,0.001,None,0.9233870967741936,0.0625,0.6,1.0,0.03225806451612903,0.20135109281969443,0.31672189717854704
3,4,roc_auc,orig_sleep_hr,Original: Sleep + HR,1.0,None,0.9189882697947214,0.8709677419354839,0.8933333333333333,0.8709677419354839,0.8709677419354839,0.08494921249492704,0.06075740376379338
3,4,roc_auc,orig_quality_pa,Original: Quality + PA,0.01,balanced,0.9241202346041055,0.8709677419354839,0.8933333333333333,0.8709677419354839,0.8709677419354839,0.11180461411304139,0.18537468969583284
3,4,roc_auc,compressed,Compressed Derived,0.001,None,0.9175219941348973,0.0625,0.6,1.0,0.03225806451612903,0.20279238550614243,0.35929321518508617
3,4,roc_auc,enhanced,Compressed + Interaction,0.01,None,0.9145894428152492,0.9,0.92,0.9310344827586207,0.8709677419354839,0.10601420624353276,0.1647201472802312
3,5,roc_auc,orig_quality_hr,Original: Quality + HR,100.0,None,0.8315412186379928,0.7796610169491526,0.8289473684210527,0.8214285714285714,0.7419354838709677,0.14544483874115233,0.10074851492726124
3,5,roc_auc,orig_sleep_pa,Original: Sleep + PA,0.1,balanced,0.8207885304659499,0.819672131147541,0.8552631578947368,0.8333333333333334,0.8064516129032258,0.13718774965683914,0.13009494700743313
3,5,roc_auc,orig_sleep_hr,Original: Sleep + HR,0.01,balanced,0.8444444444444443,0.819672131147541,0.8552631578947368,0.8333333333333334,0.8064516129032258,0.13868649305536165,0.09894977112273523
3,5,roc_auc,orig_quality_pa,Original: Quality + PA,0.1,None,0.8315412186379928,0.819672131147541,0.8552631578947368,0.8333333333333334,0.8064516129032258,0.13318382646387275,0.08360775273481735
3,5,roc_auc,compressed,Compressed Derived,0.001,None,0.8544802867383512,0.625,0.7631578947368421,0.8823529411764706,0.4838709677419355,0.1997182444791058,0.2744214005153838
3,5,roc_auc,enhanced,Compressed + Interaction,0.001,None,0.8587813620071685,0.7547169811320755,0.8289473684210527,0.9090909090909091,0.6451612903225806,0.1843591256792422,0.26078051153618875
4,1,roc_auc,orig_quality_hr,Original: Quality + HR,0.01,None,0.9596774193548387,0.8923076923076924,0.9066666666666666,0.8529411764705882,0.9354838709677419,0.09357014830546898,0.1560831066506967
4,1,roc_auc,orig_sleep_pa,Original: Sleep + PA,0.01,None,0.9538123167155425,0.8923076923076924,0.9066666666666666,0.8529411764705882,0.9354838709677419,0.09505614254994156,0.13526873176754167
4,1,roc_auc,orig_sleep_hr,Original: Sleep + HR,0.01,None,0.9648093841642228,0.8923076923076924,0.9066666666666666,0.8529411764705882,0.9354838709677419,0.09245413214417773,0.15548419970547145
4,1,roc_auc,orig_quality_pa,Original: Quality + PA,0.001,None,0.9501466275659823,0.5454545454545454,0.7333333333333333,0.9230769230769231,0.3870967741935484,0.1936170930747875,0.31598314081248075
4,1,roc_auc,compressed,Compressed Derived,10.0,None,0.9237536656891496,0.8709677419354839,0.8933333333333333,0.8709677419354839,0.8709677419354839,0.09785569532074302,0.09786403585918646
4,1,roc_auc,enhanced,Compressed + Interaction,0.001,None,0.9589442815249267,0.7450980392156863,0.8266666666666667,0.95,0.6129032258064516,0.16613996766868677,0.2798606139825344
4,2,roc_auc,orig_quality_hr,Original: Quality + HR,0.01,None,0.9613653413353339,0.967741935483871,0.972972972972973,0.967741935483871,0.967741935483871,0.1111979048832835,0.23730367628362425
4,2,roc_auc,orig_sleep_pa,Original: Sleep + PA,0.01,balanced,0.9643660915228808,0.9090909090909091,0.918918918918919,0.8571428571428571,0.967741935483871,0.11562135246116689,0.23443247651452084
4,2,roc_auc,orig_sleep_hr,Original: Sleep + HR,0.01,None,0.9756189047261816,0.967741935483871,0.972972972972973,0.967741935483871,0.967741935483871,0.11240811344543851,0.23254256726045172
4,2,roc_auc,orig_quality_pa,Original: Quality + PA,0.01,None,0.9598649662415604,0.967741935483871,0.972972972972973,0.967741935483871,0.967741935483871,0.11428050903767768,0.21609550108132447
4,2,roc_auc,compressed,Compressed Derived,0.001,None,0.9591147786946738,0.17647058823529413,0.6216216216216216,1.0,0.0967741935483871,0.2009138179182217,0.3656133872672077
4,2,roc_auc,enhanced,Compressed + Interaction,0.001,None,0.9613653413353339,0.43902439024390244,0.6891891891891891,0.9,0.2903225806451613,0.18517931433368984,0.34665040654622936
4,3,roc_auc,orig_quality_hr,Original: Quality + HR,10.0,None,0.9527126099706745,0.8813559322033898,0.9066666666666666,0.9285714285714286,0.8387096774193549,0.06866575295778324,0.08500606165221959
4,3,roc_auc,orig_sleep_pa,Original: Sleep + PA,1.0,balanced,0.9406158357771262,0.8813559322033898,0.9066666666666666,0.9285714285714286,0.8387096774193549,0.0801955253497456,0.09733343312981965
4,3,roc_auc,orig_sleep_hr,Original: Sleep + HR,0.1,None,0.9618768328445748,0.8813559322033898,0.9066666666666666,0.9285714285714286,0.8387096774193549,0.08278871171314044,0.12684490501086526
4,3,roc_auc,orig_quality_pa,Original: Quality + PA,100.0,balanced,0.9556451612903226,0.8813559322033898,0.9066666666666666,0.9285714285714286,0.8387096774193549,0.06107263748109782,0.07083454891099872
4,3,roc_auc,compressed,Compressed Derived,1.0,None,0.9508797653958945,0.8813559322033898,0.9066666666666666,0.9285714285714286,0.8387096774193549,0.0751343450667251,0.10070908836364599
4,3,roc_auc,enhanced,Compressed + Interaction,1.0,None,0.9391495601173021,0.8421052631578947,0.88,0.9230769230769231,0.7741935483870968,0.08416820059526152,0.10845761515577182
4,4,roc_auc,orig_quality_hr,Original: Quality + HR,0.1,balanced,0.9223555888972242,0.9152542372881356,0.9324324324324325,0.9642857142857143,0.8709677419354839,0.06665551902996439,0.08507424958947268
4,4,roc_auc,orig_sleep_pa,Original: Sleep + PA,0.1,None,0.8953488372093024,0.9152542372881356,0.9324324324324325,0.9642857142857143,0.8709677419354839,0.07343985887648263,0.09463095219144457
4,4,roc_auc,orig_sleep_hr,Original: Sleep + HR,0.1,None,0.9013503375843961,0.9152542372881356,0.9324324324324325,0.9642857142857143,0.8709677419354839,0.06969683644664854,0.06229301931126169
4,4,roc_auc,orig_quality_pa,Original: Quality + PA,10.0,None,0.896099024756189,0.9152542372881356,0.9324324324324325,0.9642857142857143,0.8709677419354839,0.07096787327639031,0.09358742496657586
4,4,roc_auc,compressed,Compressed Derived,0.001,None,0.9306076519129783,0.6938775510204082,0.7972972972972973,0.9444444444444444,0.5483870967741935,0.19001522722790687,0.304805023622992
4,4,roc_auc,enhanced,Compressed + Interaction,0.001,None,0.9283570892723181,0.8148148148148148,0.8648648648648649,0.9565217391304348,0.7096774193548387,0.17129931586662756,0.2802730965032606
4,5,roc_auc,orig_quality_hr,Original: Quality + HR,0.001,None,0.8745519713261649,0.0,0.5921052631578947,0.0,0.0,0.2044350360993473,0.31407327402033314
4,5,roc_auc,orig_sleep_pa,Original: Sleep + PA,0.001,None,0.9053763440860214,0.0,0.5921052631578947,0.0,0.0,0.20121745704320393,0.3056468236348948
4,5,roc_auc,orig_sleep_hr,Original: Sleep + HR,0.001,None,0.8838709677419355,0.0,0.5921052631578947,0.0,0.0,0.20318901272535334,0.3126053311469075
4,5,roc_auc,orig_quality_pa,Original: Quality + PA,0.01,None,0.8924731182795699,0.8571428571428571,0.881578947368421,0.84375,0.8709677419354839,0.11953782902758353,0.15899789045709617
4,5,roc_auc,compressed,Compressed Derived,0.001,None,0.8752688172043012,0.0,0.5921052631578947,0.0,0.0,0.20264794704465175,0.30868031170912724
4,5,roc_auc,enhanced,Compressed + Interaction,0.01,None,0.8810035842293907,0.8571428571428571,0.881578947368421,0.84375,0.8709677419354839,0.11359936176775925,0.1327990889873739
5,1,roc_auc,orig_quality_hr,Original: Quality + HR,10.0,None,0.9747067448680352,0.9523809523809523,0.96,0.9375,0.967741935483871,0.0380702361908083,0.0339542644185968
5,1,roc_auc,orig_sleep_pa,Original: Sleep + PA,10.0,balanced,0.9794721407624633,0.9523809523809523,0.96,0.9375,0.967741935483871,0.03806719469942584,0.04596835395824509
5,1,roc_auc,orig_sleep_hr,Original: Sleep + HR,100.0,None,0.9809384164222873,0.9523809523809523,0.96,0.9375,0.967741935483871,0.03866314607134574,0.04310966378746411
5,1,roc_auc,orig_quality_pa,Original: Quality + PA,1.0,None,0.9776392961876833,0.9523809523809523,0.96,0.9375,0.967741935483871,0.03861808102997996,0.03907514911719236
5,1,roc_auc,compressed,Compressed Derived,1.0,None,0.9857038123167156,0.9523809523809523,0.96,0.9375,0.967741935483871,0.03672802246152019,0.03462930975602855
5,1,roc_auc,enhanced,Compressed + Interaction,1.0,None,0.9842375366568915,0.9523809523809523,0.96,0.9375,0.967741935483871,0.03673199877098608,0.03403288463507425
5,2,roc_auc,orig_quality_hr,Original: Quality + HR,0.001,None,0.9230205278592375,0.0625,0.6,1.0,0.03225806451612903,0.20466053524390088,0.34051805621192155
5,2,roc_auc,orig_sleep_pa,Original: Sleep + PA,0.001,None,0.9200879765395894,0.0625,0.6,1.0,0.03225806451612903,0.20792593015533803,0.3428716335441876
5,2,roc_auc,orig_sleep_hr,Original: Sleep + HR,0.01,None,0.9296187683284457,0.8852459016393442,0.9066666666666666,0.9,0.8709677419354839,0.12227713891767195,0.1938929632449118
5,2,roc_auc,orig_quality_pa,Original: Quality + PA,0.001,None,0.9222873900293255,0.0625,0.6,1.0,0.03225806451612903,0.20760078586811648,0.3429483377910997
5,2,roc_auc,compressed,Compressed Derived,1.0,balanced,0.9552785923753666,0.9206349206349206,0.9333333333333333,0.90625,0.9354838709677419,0.06580675660064288,0.08624629065254182
5,2,roc_auc,enhanced,Compressed + Interaction,0.001,None,0.9457478005865102,0.2777777777777778,0.6533333333333333,1.0,0.16129032258064516,0.1837232026373332,0.3210605639186507
5,3,roc_auc,orig_quality_hr,Original: Quality + HR,0.001,balanced,0.9039759939984996,0.8695652173913043,0.8783783783783784,0.7894736842105263,0.967741935483871,0.2068443082146637,0.31862479699217255
5,3,roc_auc,orig_sleep_pa,Original: Sleep + PA,0.001,None,0.8972243060765192,0.5333333333333333,0.7162162162162162,0.8571428571428571,0.3870967741935484,0.20295111834010884,0.3324321062889388
5,3,roc_auc,orig_sleep_hr,Original: Sleep + HR,0.001,None,0.903225806451613,0.3157894736842105,0.6486486486486487,0.8571428571428571,0.1935483870967742,0.20063232822223775,0.3213118044205833
5,3,roc_auc,orig_quality_pa,Original: Quality + PA,0.01,None,0.9009752438109527,0.8955223880597015,0.9054054054054054,0.8333333333333334,0.967741935483871,0.11987640770272658,0.15981172894481868
5,3,roc_auc,compressed,Compressed Derived,0.001,None,0.9219804951237809,0.4,0.6756756756756757,0.8888888888888888,0.25806451612903225,0.1953951796660698,0.36251934693108867
5,3,roc_auc,enhanced,Compressed + Interaction,0.001,None,0.9204801200300075,0.5957446808510638,0.7432432432432432,0.875,0.45161290322580644,0.17919659832863974,0.33805572760724534
5,4,roc_auc,orig_quality_hr,Original: Quality + HR,100.0,None,0.9189797449362341,0.9180327868852459,0.9324324324324325,0.9333333333333333,0.9032258064516129,0.06702586047230483,0.0812392767483135
5,4,roc_auc,orig_sleep_pa,Original: Sleep + PA,0.001,None,0.945986496624156,0.22857142857142856,0.6351351351351351,1.0,0.12903225806451613,0.20113923087262267,0.33330076319445834
5,4,roc_auc,orig_sleep_hr,Original: Sleep + HR,10.0,balanced,0.943735933983496,0.8888888888888888,0.9054054054054054,0.875,0.9032258064516129,0.08371360779262242,0.10644665421527827
5,4,roc_auc,orig_quality_pa,Original: Quality + PA,0.01,None,0.921980495123781,0.9333333333333333,0.9459459459459459,0.9655172413793104,0.9032258064516129,0.10547286149192188,0.1816921159254874
5,4,roc_auc,compressed,Compressed Derived,0.001,None,0.9204801200300076,0.32432432432432434,0.6621621621621622,1.0,0.1935483870967742,0.19752190365381042,0.37308096393138246
5,4,roc_auc,enhanced,Compressed + Interaction,0.01,None,0.9257314328582146,0.8888888888888888,0.9054054054054054,0.875,0.9032258064516129,0.09296719103955552,0.17801140902828524
5,5,roc_auc,orig_quality_hr,Original: Quality + HR,0.01,None,0.9182795698924732,0.8571428571428571,0.8947368421052632,0.96,0.7741935483870968,0.10421662829899173,0.15738795725540217
5,5,roc_auc,orig_sleep_pa,Original: Sleep + PA,0.001,None,0.9168458781362008,0.5116279069767442,0.7236842105263158,0.9166666666666666,0.3548387096774194,0.19958550507784395,0.3424342110735614
5,5,roc_auc,orig_sleep_hr,Original: Sleep + HR,0.01,balanced,0.9240143369175627,0.8571428571428571,0.8947368421052632,0.96,0.7741935483870968,0.10832946565513905,0.17173948900909264
5,5,roc_auc,orig_quality_pa,Original: Quality + PA,0.001,None,0.9146953405017922,0.6382978723404256,0.7763157894736842,0.9375,0.4838709677419355,0.19932443643974723,0.34228854840681966
5,5,roc_auc,compressed,Compressed Derived,0.001,None,0.8960573476702509,0.6382978723404256,0.7763157894736842,0.9375,0.4838709677419355,0.1926540850950545,0.33379146549766275
5,5,roc_auc,enhanced,Compressed + Interaction,0.01,None,0.8931899641577061,0.8571428571428571,0.8947368421052632,0.96,0.7741935483870968,0.10199444306936417,0.14037603963881728
6,1,roc_auc,orig_quality_hr,Original: Quality + HR,0.1,None,0.9560117302052786,0.8888888888888888,0.9066666666666666,0.875,0.9032258064516129,0.06964520323148915,0.025226292530571664
6,1,roc_auc,orig_sleep_pa,Original: Sleep + PA,0.01,None,0.9574780058651026,0.8888888888888888,0.9066666666666666,0.875,0.9032258064516129,0.09365707193330937,0.12256778806122007
6,1,roc_auc,orig_sleep_hr,Original: Sleep + HR,0.1,None,0.9589442815249266,0.8888888888888888,0.9066666666666666,0.875,0.9032258064516129,0.07334259481268424,0.028367901668310366
6,1,roc_auc,orig_quality_pa,Original: Quality + PA,0.1,balanced,0.9545454545454546,0.8888888888888888,0.9066666666666666,0.875,0.9032258064516129,0.07193846063784413,0.050171346626669416
6,1,roc_auc,compressed,Compressed Derived,1.0,None,0.9472140762463342,0.8888888888888888,0.9066666666666666,0.875,0.9032258064516129,0.07391156932334216,0.06004370281591541
6,1,roc_auc,enhanced,Compressed + Interaction,0.1,None,0.9567448680351907,0.8888888888888888,0.9066666666666666,0.875,0.9032258064516129,0.07601297683708572,0.01731761463217719
6,2,roc_auc,orig_quality_hr,Original: Quality + HR,0.01,None,0.9277859237536656,0.9230769230769231,0.9333333333333333,0.8823529411764706,0.967741935483871,0.11324314713558929,0.20394687159812347
6,2,roc_auc,orig_sleep_pa,Original: Sleep + PA,0.001,None,0.9292521994134897,0.5116279069767442,0.72,0.9166666666666666,0.3548387096774194,0.2053108457428972,0.36486650275131827
6,2,roc_auc,orig_sleep_hr,Original: Sleep + HR,0.01,None,0.938049853372434,0.9230769230769231,0.9333333333333333,0.8823529411764706,0.967741935483871,0.11344052599903759,0.20131820543614115
6,2,roc_auc,orig_quality_pa,Original: Quality + PA,0.001,None,0.9270527859237536,0.5116279069767442,0.72,0.9166666666666666,0.3548387096774194,0.20607469951086377,0.3661864892168545
6,2,roc_auc,compressed,Compressed Derived,0.001,None,0.9292521994134897,0.5116279069767442,0.72,0.9166666666666666,0.3548387096774194,0.20009097683544672,0.35784190162153245
